id,current_qa_status,triage_category,triage_reason,title,source,qualification,journey,persona,expected,last_report,evidence,bug_ids,charters,disposition,new_evidence,notes
GL-017,blocked-verify,conditional_local_preparation,controlled_goal_boundary_or_telemetry,Judge end-turn and max-turn-requests correctly,docs/qa/scenarios/GL-017.md,Document-based feasibility estimate; not an executed verdict; Codex Luna xhigh ACP canary still required,J-28,Bruno,Both stop reasons finalize and run the judge while max-turn-requests never becomes UsageLimited.,docs/qa/reports/2026-07-11-goal-execution.md,/Users/pedronauck/dev/qa-labs/compozy-goal-task-08-20260711-20260711-131157-346225-lab/qa-artifacts/qa/teardown.json;/Users/pedronauck/dev/qa-labs/compozy-goal-task-08-20260711-alpha-20260711-132716-618585-lab/qa-artifacts/qa/teardown.json,,CH-041,pending,,Not executed in this round.
GL-018,blocked-verify,conditional_local_preparation,controlled_goal_boundary_or_telemetry,Recover max-tokens without replay,docs/qa/scenarios/GL-018.md,Document-based feasibility estimate; not an executed verdict; Codex Luna xhigh ACP canary still required,J-28,Bruno,Max-tokens consumes one turn and uses correlated compaction or one fenced reseed; a session-origin move requires approval and exposes the active bound session.,docs/qa/reports/2026-07-11-goal-execution.md,/Users/pedronauck/dev/qa-labs/compozy-goal-task-08-20260711-20260711-131157-346225-lab/qa-artifacts/qa/teardown.json;/Users/pedronauck/dev/qa-labs/compozy-goal-task-08-20260711-alpha-20260711-132716-618585-lab/qa-artifacts/qa/teardown.json,,CH-041,pending,,Not executed in this round.
GL-019,blocked-verify,conditional_local_preparation,controlled_goal_boundary_or_telemetry,Never judge refused or cancelled partial output,docs/qa/scenarios/GL-019.md,Document-based feasibility estimate; not an executed verdict; Codex Luna xhigh ACP canary still required,J-28,Bruno,Refusal and cancellation persist truthful causes run no judge on partial output and take only the specified approval/pause/terminal branch.,docs/qa/reports/2026-07-14-consumer-saas-growth.md,/Users/pedronauck/dev/qa-labs/compozy-consumer-saas-growth-20260714-194637-422214-lab/qa-artifacts/qa/provider-attempt.json; /Users/pedronauck/dev/qa-labs/compozy-consumer-saas-growth-20260714-194637-422214-lab/qa-artifacts/qa/judge-attribution/,BUG-20260713-goal-clear-generic-failure,CH-041,pending,,Not executed in this round.
GL-020,blocked-verify,conditional_local_preparation,controlled_goal_boundary_or_telemetry,Distinguish reported silent stale and pending context,docs/qa/scenarios/GL-020.md,Document-based feasibility estimate; not an executed verdict; Codex Luna xhigh ACP canary still required,J-28,Bruno,Reporting and silent agents plus stale/new telemetry render known unknown or pending exactly and zero ratio disables proactive compaction after restart.,docs/qa/reports/2026-07-11-goal-execution.md,/Users/pedronauck/dev/qa-labs/compozy-goal-task-08-20260711-20260711-131157-346225-lab/qa-artifacts/qa/teardown.json;/Users/pedronauck/dev/qa-labs/compozy-goal-task-08-20260711-alpha-20260711-132716-618585-lab/qa-artifacts/qa/teardown.json,,CH-041,pending,,Not executed in this round.
GL-021,blocked-verify,conditional_local_preparation,controlled_goal_boundary_or_telemetry,Fence nested token and wall budgets,docs/qa/scenarios/GL-021.md,Document-based feasibility estimate; not an executed verdict; Codex Luna xhigh ACP canary still required,J-28,Bruno,Fresh synchronous usage checks prevent post-crossing effects and exact settle-current/work-and-settle grants authorize only their recorded turn and cause.,docs/qa/reports/2026-07-11-goal-execution.md,/Users/pedronauck/dev/qa-labs/compozy-goal-task-08-20260711-20260711-131157-346225-lab/qa-artifacts/qa/teardown.json;/Users/pedronauck/dev/qa-labs/compozy-goal-task-08-20260711-alpha-20260711-132716-618585-lab/qa-artifacts/qa/teardown.json,,CH-042,pending,,Not executed in this round.
GL-022,blocked-verify,standard_local_execution_candidate,no_separate_external_prerequisite_identified,Author only the closed Goal editor schema,docs/qa/scenarios/GL-022.md,Document-based feasibility estimate; not an executed verdict; Codex Luna xhigh ACP canary still required,J-27,Bruno,The editor exposes agent objective supported judges max_turns halt/escalate continuous session and retry.max_attempts and surfaces exact shared-linter errors for invalid shapes.,docs/qa/reports/2026-07-11-goal-execution.md,/Users/pedronauck/dev/qa-labs/compozy-goal-task-08-20260711-20260711-131157-346225-lab/qa-artifacts/qa/teardown.json;/Users/pedronauck/dev/qa-labs/compozy-goal-task-08-20260711-alpha-20260711-132716-618585-lab/qa-artifacts/qa/teardown.json,,CH-040;CH-045,pending,,Not executed in this round.
GL-023,blocked-verify,standard_local_execution_candidate,no_separate_external_prerequisite_identified,Run a Goal and run-agent graph without generation drift,docs/qa/scenarios/GL-023.md,Document-based feasibility estimate; not an executed verdict; Codex Luna xhigh ACP canary still required,J-27,Bruno,A published Goal plus run-agent composition nests Goal turns under the unchanged Loop generation topology.,docs/qa/reports/2026-07-11-goal-execution.md,/Users/pedronauck/dev/qa-labs/compozy-goal-task-08-20260711-20260711-131157-346225-lab/qa-artifacts/qa/teardown.json;/Users/pedronauck/dev/qa-labs/compozy-goal-task-08-20260711-alpha-20260711-132716-618585-lab/qa-artifacts/qa/teardown.json,,CH-045,pending,,Not executed in this round.
GL-024,blocked-verify,standard_local_execution_candidate,no_separate_external_prerequisite_identified,Continue a started Goal after catalog mutation,docs/qa/scenarios/GL-024.md,Document-based feasibility estimate; not an executed verdict; Codex Luna xhigh ACP canary still required,J-27,Bruno,A started editor Goal continues and recovers from its pinned executed-definition snapshot after the mutable catalog entry changes or disappears.,docs/qa/reports/2026-07-11-goal-execution.md,/Users/pedronauck/dev/qa-labs/compozy-goal-task-08-20260711-20260711-131157-346225-lab/qa-artifacts/qa/teardown.json;/Users/pedronauck/dev/qa-labs/compozy-goal-task-08-20260711-alpha-20260711-132716-618585-lab/qa-artifacts/qa/teardown.json,,CH-045,pending,,Not executed in this round.
GL-027,blocked-verify,standard_local_execution_candidate,no_separate_external_prerequisite_identified,Keep internal slash text literal,docs/qa/scenarios/GL-027.md,Document-based feasibility estimate; not an executed verdict; Codex Luna xhigh ACP canary still required,J-29,Ada,Automation network extension binder and synthetic prompt sources containing `/goal` remain literal and create no Goal Run.,docs/qa/reports/2026-07-11-goal-execution.md,/Users/pedronauck/dev/qa-labs/compozy-goal-task-08-20260711-20260711-131157-346225-lab/qa-artifacts/qa/teardown.json;/Users/pedronauck/dev/qa-labs/compozy-goal-task-08-20260711-alpha-20260711-132716-618585-lab/qa-artifacts/qa/teardown.json,,CH-043,pending,,Not executed in this round.
GL-028,blocked-verify,standard_local_execution_candidate,no_separate_external_prerequisite_identified,Expose truthful native Goal tool lifecycle,docs/qa/scenarios/GL-028.md,Document-based feasibility estimate; not an executed verdict; Codex Luna xhigh ACP canary still required,J-29,Ada,Goal get/report/turn tools have dynamic availability revalidate exact identity persist one boundary intent and return deterministic terminal/stale/conflict reasons.,docs/qa/reports/2026-07-28-untested-full.md,/Users/pedronauck/dev/qa-labs/compozy-goal-task-08-20260711-20260711-131157-346225-lab/qa-artifacts/qa/teardown.json;/Users/pedronauck/dev/qa-labs/compozy-goal-task-08-20260711-alpha-20260711-132716-618585-lab/qa-artifacts/qa/teardown.json;/Users/pedronauck/dev/qa-labs/compozy-qa-gl-rel-wave1-20260730-045845-838751-lab/qa-artifacts/qa,,CH-043,pending,,Not executed in this round.
GL-029,blocked-verify,conditional_local_preparation,controlled_goal_boundary_or_telemetry,Recover safely across every prompt effect phase,docs/qa/scenarios/GL-029.md,Document-based feasibility estimate; not an executed verdict; Codex Luna xhigh ACP canary still required,J-29,Ada,Restart before claim or while queued reattaches known work while a claimed effect without exact proof becomes one ambiguity approval and is never replayed.,docs/qa/reports/2026-07-11-goal-execution.md,/Users/pedronauck/dev/qa-labs/compozy-goal-task-08-20260711-20260711-131157-346225-lab/qa-artifacts/qa/teardown.json;/Users/pedronauck/dev/qa-labs/compozy-goal-task-08-20260711-alpha-20260711-132716-618585-lab/qa-artifacts/qa/teardown.json,,CH-044,pending,,Not executed in this round.
GL-030,blocked-verify,standard_local_execution_candidate,no_separate_external_prerequisite_identified,Choose one winner in a same-session start race,docs/qa/scenarios/GL-030.md,Document-based feasibility estimate; not an executed verdict; Codex Luna xhigh ACP canary still required,J-29,Ada,Concurrent starts create exactly one live session Goal and every loser receives deterministic replace-required without partial state.,docs/qa/reports/2026-07-11-goal-execution.md,/Users/pedronauck/dev/qa-labs/compozy-goal-task-08-20260711-20260711-131157-346225-lab/qa-artifacts/qa/teardown.json;/Users/pedronauck/dev/qa-labs/compozy-goal-task-08-20260711-alpha-20260711-132716-618585-lab/qa-artifacts/qa/teardown.json,,CH-044,pending,,Not executed in this round.
GL-031,blocked-verify,conditional_local_preparation,controlled_goal_boundary_or_telemetry,Fence revoke dispatch and completion races,docs/qa/scenarios/GL-031.md,Document-based feasibility estimate; not an executed verdict; Codex Luna xhigh ACP canary still required,J-29,Ada,Pause Clear Replace and Stop races produce one authoritative control outcome with no stale prompt dispatch write or removed human queue entry.,docs/qa/reports/2026-07-11-goal-execution.md,/Users/pedronauck/dev/qa-labs/compozy-goal-task-08-20260711-20260711-131157-346225-lab/qa-artifacts/qa/teardown.json;/Users/pedronauck/dev/qa-labs/compozy-goal-task-08-20260711-alpha-20260711-132716-618585-lab/qa-artifacts/qa/teardown.json,,CH-044,pending,,Not executed in this round.
GL-032,blocked-verify,conditional_local_preparation,controlled_goal_boundary_or_telemetry,Keep one active binding epoch through races,docs/qa/scenarios/GL-032.md,Document-based feasibility estimate; not an executed verdict; Codex Luna xhigh ACP canary still required,J-29,Ada,Concurrent creation adoption and reseed leave one active binding epoch close the prior epoch first and expose any moved session truthfully.,docs/qa/reports/2026-07-11-goal-execution.md,/Users/pedronauck/dev/qa-labs/compozy-goal-task-08-20260711-20260711-131157-346225-lab/qa-artifacts/qa/teardown.json;/Users/pedronauck/dev/qa-labs/compozy-goal-task-08-20260711-alpha-20260711-132716-618585-lab/qa-artifacts/qa/teardown.json,,CH-044,pending,,Not executed in this round.
GL-033,blocked-verify,standard_local_execution_candidate,no_separate_external_prerequisite_identified,Operate Goal without color mouse or motion,docs/qa/scenarios/GL-033.md,Document-based feasibility estimate; not an executed verdict; Codex Luna xhigh ACP canary still required,J-27,Sol,Chip timeline actions affordances and editor feedback are keyboard/screen-reader operable announced and understandable without color or animation.,docs/qa/reports/2026-07-11-goal-execution.md,/Users/pedronauck/dev/qa-labs/compozy-goal-task-08-20260711-20260711-131157-346225-lab/qa-artifacts/qa/teardown.json;/Users/pedronauck/dev/qa-labs/compozy-goal-task-08-20260711-alpha-20260711-132716-618585-lab/qa-artifacts/qa/teardown.json,,CH-040,pending,,Not executed in this round.
GL-035,blocked-verify,standard_local_execution_candidate,no_separate_external_prerequisite_identified,Discover externally changed Goals without polling,docs/qa/scenarios/GL-035.md,Document-based feasibility estimate; not an executed verdict; Codex Luna xhigh ACP canary still required,J-27,Marina,A page opened at null discovers external start replace clear and moved-binding reseed exactly once over the session stream and survives reconnect cursor replay.,docs/qa/reports/2026-07-11-goal-execution.md,/Users/pedronauck/dev/qa-labs/compozy-goal-task-08-20260711-20260711-131157-346225-lab/qa-artifacts/qa/teardown.json;/Users/pedronauck/dev/qa-labs/compozy-goal-task-08-20260711-alpha-20260711-132716-618585-lab/qa-artifacts/qa/teardown.json,,CH-048;CH-040,pending,,Not executed in this round.
GL-036,blocked-verify,conditional_local_preparation,controlled_goal_boundary_or_telemetry,Recover durable report intent across restart,docs/qa/scenarios/GL-036.md,Document-based feasibility estimate; not an executed verdict; Codex Luna xhigh ACP canary still required,J-29,Ada,A report intent survives restart identical retry dedupes conflicting or stale identity fails and matching settlement consumes the intent once.,docs/qa/reports/2026-07-28-untested-full.md,/Users/pedronauck/dev/qa-labs/compozy-goal-task-08-20260711-20260711-131157-346225-lab/qa-artifacts/qa/teardown.json;/Users/pedronauck/dev/qa-labs/compozy-goal-task-08-20260711-alpha-20260711-132716-618585-lab/qa-artifacts/qa/teardown.json;/Users/pedronauck/dev/qa-labs/compozy-qa-gl-rel-wave1-20260730-045845-838751-lab/qa-artifacts/qa,,CH-043;CH-044,pending,,Not executed in this round.
GL-037,blocked-verify,conditional_local_preparation,controlled_goal_boundary_or_telemetry,Never replay an ambiguous judge attempt,docs/qa/scenarios/GL-037.md,Document-based feasibility estimate; not an executed verdict; Codex Luna xhigh ACP canary still required,J-29,Ada,Command agent and extension judge attempts with completed evidence resume while running-without-result becomes ambiguity approval and no evaluator reruns.,docs/qa/reports/2026-07-11-goal-execution.md,/Users/pedronauck/dev/qa-labs/compozy-goal-task-08-20260711-20260711-131157-346225-lab/qa-artifacts/qa/teardown.json;/Users/pedronauck/dev/qa-labs/compozy-goal-task-08-20260711-alpha-20260711-132716-618585-lab/qa-artifacts/qa/teardown.json,,CH-044,pending,,Not executed in this round.
GL-038,blocked-verify,conditional_local_preparation,controlled_goal_boundary_or_telemetry,Fence a queued prompt after budget crossing,docs/qa/scenarios/GL-038.md,Document-based feasibility estimate; not an executed verdict; Codex Luna xhigh ACP canary still required,J-28,Bruno,A prepared entry waiting for readiness starts no work after a token or wall crossing and a matching grant authorizes only the recorded turn closure.,docs/qa/reports/2026-07-11-goal-execution.md,/Users/pedronauck/dev/qa-labs/compozy-goal-task-08-20260711-20260711-131157-346225-lab/qa-artifacts/qa/teardown.json;/Users/pedronauck/dev/qa-labs/compozy-goal-task-08-20260711-alpha-20260711-132716-618585-lab/qa-artifacts/qa/teardown.json,,CH-042,pending,,Not executed in this round.
GL-039,blocked-verify,conditional_local_preparation,controlled_goal_boundary_or_telemetry,Reconcile control commit before notifier exactly once,docs/qa/scenarios/GL-039.md,Document-based feasibility estimate; not an executed verdict; Codex Luna xhigh ACP canary still required,J-29,Ada,A crash after control_pending commit and before notifier publication settles the real control once with no transient success event or duplicate successor.,docs/qa/reports/2026-07-11-goal-execution.md,/Users/pedronauck/dev/qa-labs/compozy-goal-task-08-20260711-20260711-131157-346225-lab/qa-artifacts/qa/teardown.json;/Users/pedronauck/dev/qa-labs/compozy-goal-task-08-20260711-alpha-20260711-132716-618585-lab/qa-artifacts/qa/teardown.json,,CH-044,pending,,Not executed in this round.
GL-040,blocked-verify,conditional_local_preparation,controlled_goal_boundary_or_telemetry,Consume one session-origin reseed approval,docs/qa/scenarios/GL-040.md,Document-based feasibility estimate; not an executed verdict; Codex Luna xhigh ACP canary still required,J-28,Ada,Concurrent approval and restart create one durable reseed grant one successor binding and no repeated confirmation while preserving origin ownership.,docs/qa/reports/2026-07-11-goal-execution.md,/Users/pedronauck/dev/qa-labs/compozy-goal-task-08-20260711-20260711-131157-346225-lab/qa-artifacts/qa/teardown.json;/Users/pedronauck/dev/qa-labs/compozy-goal-task-08-20260711-alpha-20260711-132716-618585-lab/qa-artifacts/qa/teardown.json,,CH-042;CH-041,pending,,Not executed in this round.
GL-judge-session-contract,blocked-verify,conditional_local_preparation,controlled_goal_boundary_or_telemetry,Constrain and clean up every Goal judge session,docs/qa/scenarios/GL-judge-session-contract.md,Document-based feasibility estimate; not an executed verdict; Codex Luna xhigh ACP canary still required,J-26,Lea,"Each agent command-judge attempt has a verdict-only capability boundary, captures one schema-valid verdict or one bounded typed failure, and releases its temporary session and process on success malformed output failure cancellation and replay.",docs/qa/reports/2026-07-14-consumer-saas-growth.md,/Users/pedronauck/dev/qa-labs/compozy-consumer-saas-growth-20260714-194637-422214-lab/qa-artifacts/qa/provider-attempt.json; /Users/pedronauck/dev/qa-labs/compozy-consumer-saas-growth-20260714-194637-422214-lab/qa-artifacts/qa/judge-attribution/,BUG-20260713-goal-judge-unconstrained-leaks-session,CH-judge-session-attribution,pending,,Not executed in this round.
LP-005,blocked-verify,standard_local_execution_candidate,no_separate_external_prerequisite_identified,Recover observation after closing the run tab,docs/qa/scenarios/LP-005.md,Document-based feasibility estimate; not an executed verdict; Codex Luna xhigh ACP canary still required,J-01,Bruno,Closing the tab mid-run leaves the run running server-side; it is re-findable via global Runs with meters and timeline intact.,docs/qa/reports/2026-07-28-untested-full.md,docs/qa/evidence/2026-07-06-loops/screenshots/runs.png;docs/qa/evidence/2026-07-06-loops/screenshots/diff/runs.png;docs/qa/evidence/2026-07-06-loops/e2e-runtime.log;docs/qa/evidence/2026-07-06-loops/e2e-web.log;/Users/pedronauck/dev/qa-labs/compozy-lp-public-interface-20260730-060347-933555-lab/qa-artifacts/qa,,CH-012,pending,,Not executed in this round.
LP-009,blocked-verify,standard_local_execution_candidate,no_separate_external_prerequisite_identified,Approve the human gate and resume to done,docs/qa/scenarios/LP-009.md,Document-based feasibility estimate; not an executed verdict; Codex Luna xhigh ACP canary still required,J-03,Marina,"Approve & resume routes the gate decision, the coordinator resumes, and the run reaches a truthful terminal done.",docs/qa/reports/2026-07-28-untested-full.md,docs/qa/evidence/2026-07-06-loops/screenshots/run-detail.png;docs/qa/evidence/2026-07-06-loops/screenshots/diff/run-detail.png;docs/qa/evidence/2026-07-06-loops/screenshots/mobile/run-detail-needs-approval-mobile.png;docs/qa/evidence/2026-07-06-loops/e2e-runtime.log;/Users/pedronauck/dev/qa-labs/compozy-lp-public-interface-20260730-060347-933555-lab/qa-artifacts/qa,,CH-002,pending,,Not executed in this round.
LP-014,blocked-verify,standard_local_execution_candidate,no_separate_external_prerequisite_identified,Pause a run at a generation boundary and resume,docs/qa/scenarios/LP-014.md,Document-based feasibility estimate; not an executed verdict; Codex Luna xhigh ACP canary still required,J-04,Bruno,"Pause sets intent while status stays running until the boundary, then flips to paused; Resume returns to running and reaches a terminal from the snapshot.",docs/qa/reports/2026-07-28-untested-full.md,docs/qa/evidence/2026-07-06-loops/screenshots/run-detail.png;docs/qa/evidence/2026-07-06-loops/screenshots/diff/run-detail.png;docs/qa/evidence/2026-07-06-loops/e2e-runtime.log;/Users/pedronauck/dev/qa-labs/compozy-lp-public-interface-20260730-060347-933555-lab/qa-artifacts/qa,,CH-003,pending,,Not executed in this round.
LP-017,blocked-verify,standard_local_execution_candidate,no_separate_external_prerequisite_identified,"Configure checks, gate, strategy, and limits (no fork)",docs/qa/scenarios/LP-017.md,Document-based feasibility estimate; not an executed verdict; Codex Luna xhigh ACP canary still required,J-05,Bruno,"The Configure sheet toggles checks with a conditional command field, toggles the human gate, selects the re-attempt strategy, clamps limits, and Saves to loop_config reflected on the next run.",docs/qa/reports/2026-07-28-untested-full.md,docs/qa/evidence/2026-07-06-loops/screenshots/configure.png;docs/qa/evidence/2026-07-06-loops/screenshots/diff/configure.png;docs/qa/evidence/2026-07-06-loops/screenshots/mobile/configure-mobile.png;docs/qa/evidence/2026-07-06-loops/e2e-runtime.log;docs/qa/evidence/2026-07-06-loops/e2e-web.log;/Users/pedronauck/dev/qa-labs/compozy-automation-features-20260713-20260713-044543-173594-lab/qa-artifacts/qa/screenshots/ch-006-saved-config-sheet.png;/Users/pedronauck/dev/qa-labs/compozy-automation-features-20260713-20260713-044543-173594-lab/qa-artifacts/qa/screenshots/ch-006-stale-run-preview.png;/Users/pedronauck/dev/qa-labs/compozy-automation-features-20260713-20260713-044543-173594-lab/qa-artifacts/qa/screenshots/ch-006-effective-config-run.png;/Users/pedronauck/dev/qa-labs/compozy-automation-features-20260713-20260713-044543-173594-lab/qa-artifacts/qa/screenshots/ch-006-effective-config-preview-fixed.dom.txt;/Users/pedronauck/dev/qa-labs/compozy-automation-features-20260713-20260713-044543-173594-lab/qa-artifacts/qa/screenshots/ch-006-loop-run-override-fixed.png;/Users/pedronauck/dev/qa-labs/compozy-lp-public-interface-20260730-060347-933555-lab/qa-artifacts/qa;/Users/pedronauck/dev/qa-labs/compozy-root-fixes-retest-20260730-072350-328928-lab/qa-artifacts/qa/evidence/root-fixes/public-replay.md,BUG-20260713-loop-preview-ignores-config;BUG-20260730-loop-config-unknown-fields,CH-006,pending,,Not executed in this round.
LP-018,blocked-verify,standard_local_execution_candidate,no_separate_external_prerequisite_identified,Clamp per-loop limit overrides with no cost cap,docs/qa/scenarios/LP-018.md,Document-based feasibility estimate; not an executed verdict; Codex Luna xhigh ACP canary still required,J-05,Bruno,Per-loop limit overrides clamp at the daemon ceiling and the sheet exposes NO Cost cap input (cost is display-only).,docs/qa/reports/2026-07-28-untested-full.md,docs/qa/evidence/2026-07-06-loops/screenshots/configure.png;docs/qa/evidence/2026-07-06-loops/screenshots/diff/configure.png;docs/qa/evidence/2026-07-06-loops/screenshots/mobile/configure-mobile.png;docs/qa/evidence/2026-07-06-loops/e2e-web.log;/Users/pedronauck/dev/qa-labs/compozy-lp-public-interface-20260730-060347-933555-lab/qa-artifacts/qa,,CH-006,pending,,Not executed in this round.
LP-019,blocked-verify,standard_local_execution_candidate,no_separate_external_prerequisite_identified,Keep structural fields non-editable in Configure,docs/qa/scenarios/LP-019.md,Document-based feasibility estimate; not an executed verdict; Codex Luna xhigh ACP canary still required,J-05,Bruno,"Node order/kinds, input declarations, terminal states, and goal/DoD are non-editable here and link to fork; non-command criteria are locked on.",docs/qa/reports/2026-07-28-untested-full.md,docs/qa/evidence/2026-07-06-loops/screenshots/configure.png;docs/qa/evidence/2026-07-06-loops/screenshots/diff/configure.png;docs/qa/evidence/2026-07-06-loops/e2e-web.log;/Users/pedronauck/dev/qa-labs/compozy-lp-public-interface-20260730-060347-933555-lab/qa-artifacts/qa,,CH-006,pending,,Not executed in this round.
LP-020,blocked-verify,standard_local_execution_candidate,no_separate_external_prerequisite_identified,"Cancel Configure without writing, focus intact",docs/qa/scenarios/LP-020.md,Document-based feasibility estimate; not an executed verdict; Codex Luna xhigh ACP canary still required,J-05,Sol,Editing then cancelling/closing the sheet writes nothing and reopening shows the last saved config; the sheet traps and releases focus for keyboard/screen-reader use.,docs/qa/reports/2026-07-28-untested-full.md,docs/qa/evidence/2026-07-06-loops/screenshots/mobile/configure-mobile.png;docs/qa/evidence/2026-07-06-loops/screenshots/configure.png;docs/qa/evidence/2026-07-06-loops/screenshots/diff/configure.png;docs/qa/evidence/2026-07-06-loops/e2e-web.log;/Users/pedronauck/dev/qa-labs/compozy-lp-public-interface-20260730-060347-933555-lab/qa-artifacts/qa,,CH-013,pending,,Not executed in this round.
LP-021,blocked-verify,standard_local_execution_candidate,no_separate_external_prerequisite_identified,Fork a read-only Loop and add a node in the editor,docs/qa/scenarios/LP-021.md,Document-based feasibility estimate; not an executed verdict; Codex Luna xhigh ACP canary still required,J-06,Bruno,"Fork opens a writable draft with an Unsaved-changes chip; the palette adds a node and the inspector swaps on node select, rendered from the canonical DSL types.",docs/qa/reports/2026-07-28-untested-full.md,docs/qa/evidence/2026-07-06-loops/screenshots/editor.png;docs/qa/evidence/2026-07-06-loops/screenshots/diff/editor.png;docs/qa/evidence/2026-07-06-loops/e2e-web.log;/Users/pedronauck/dev/qa-labs/compozy-lp-public-interface-20260730-060347-933555-lab/qa-artifacts/qa,BUG-20260713-loop-fork-internal-error,CH-007,pending,,Not executed in this round.
LP-022,blocked-verify,standard_local_execution_candidate,no_separate_external_prerequisite_identified,Gate publish on the shared linter's per-node verdict,docs/qa/scenarios/LP-022.md,Document-based feasibility estimate; not an executed verdict; Codex Luna xhigh ACP canary still required,J-06,Bruno,A fan_out_ceiling_exceeded issue maps onto the node and disables Publish; lowering max_fan_out <= 64 clears it and enables Publish (the GUI never owns invariants).,docs/qa/reports/2026-07-28-untested-full.md,docs/qa/evidence/2026-07-06-loops/screenshots/editor.png;docs/qa/evidence/2026-07-06-loops/screenshots/diff/editor.png;docs/qa/evidence/2026-07-06-loops/e2e-runtime.log;docs/qa/evidence/2026-07-06-loops/e2e-web.log;/Users/pedronauck/dev/qa-labs/compozy-lp-public-interface-20260730-060347-933555-lab/qa-artifacts/qa,,CH-007,pending,,Not executed in this round.
LP-023,blocked-verify,standard_local_execution_candidate,no_separate_external_prerequisite_identified,Round-trip Graph/DSL and persist positions in the sidecar,docs/qa/scenarios/LP-023.md,Document-based feasibility estimate; not an executed verdict; Codex Luna xhigh ACP canary still required,J-06,Bruno,"The Graph/DSL toggle renders read-only compozy.loop/v1 with the offending field highlighted; node positions persist via GET/PUT /annotations, never in the definition.",docs/qa/reports/2026-07-28-untested-full.md,docs/qa/evidence/2026-07-06-loops/screenshots/editor.png;docs/qa/evidence/2026-07-06-loops/screenshots/diff/editor.png;docs/qa/evidence/2026-07-06-loops/e2e-runtime.log;docs/qa/evidence/2026-07-06-loops/e2e-web.log;/Users/pedronauck/dev/qa-labs/compozy-lp-public-interface-20260730-060347-933555-lab/qa-artifacts/qa,,CH-007,pending,,Not executed in this round.
LP-024,blocked-verify,standard_local_execution_candidate,no_separate_external_prerequisite_identified,Publish under CAS and run the fork end-to-end,docs/qa/scenarios/LP-024.md,Document-based feasibility estimate; not an executed verdict; Codex Luna xhigh ACP canary still required,J-06,Bruno,Publish bumps meta.version under expected_version CAS (409 on stale) and the forked Loop runs to a terminal outcome (fork->edit->publish->run).,docs/qa/reports/2026-07-28-untested-full.md,docs/qa/evidence/2026-07-06-loops/screenshots/editor.png;docs/qa/evidence/2026-07-06-loops/screenshots/diff/editor.png;docs/qa/evidence/2026-07-06-loops/e2e-runtime.log;docs/qa/evidence/2026-07-06-loops/e2e-web.log;/Users/pedronauck/dev/qa-labs/compozy-lp-public-interface-20260730-060347-933555-lab/qa-artifacts/qa,BUG-20260713-loop-fork-internal-error,CH-007,pending,,Not executed in this round.
LP-025,blocked-verify,standard_local_execution_candidate,no_separate_external_prerequisite_identified,Discover and run a Loop via native tools with surface parity,docs/qa/scenarios/LP-025.md,Document-based feasibility estimate; not an executed verdict; Codex Luna xhigh ACP canary still required,J-07,Ada,"`compozy__loop_list` returns `{loops,facets,page}`, filters, cursor/limit, and a truthful `N of total` preview; inspect returns the rich definition/input schema, and run/status output retains CLI/HTTP/UDS parity for the same inputs.",docs/qa/reports/2026-07-28-untested-full.md,docs/qa/evidence/2026-07-06-loops/e2e-runtime.log;docs/qa/evidence/2026-07-06-loops/ch001-fixed-tools-restored.json;/Users/pedronauck/dev/qa-labs/compozy-lp-public-interface-20260730-060347-933555-lab/qa-artifacts/qa,,CH-004,pending,,Not executed in this round.
LP-026,blocked-verify,standard_local_execution_candidate,no_separate_external_prerequisite_identified,Read the run status as a truthful structured value,docs/qa/scenarios/LP-026.md,Document-based feasibility estimate; not an executed verdict; Codex Luna xhigh ACP canary still required,J-07,Ada,"compozy__loop_status returns one of the 12 states as the literal value, never inferred or coerced, matching the operator/HTTP view.",docs/qa/reports/2026-07-28-untested-full.md,docs/qa/evidence/2026-07-06-loops/e2e-runtime.log;/Users/pedronauck/dev/qa-labs/compozy-lp-public-interface-20260730-060347-933555-lab/qa-artifacts/qa,,CH-004,pending,,Not executed in this round.
LP-027,blocked-verify,standard_local_execution_candidate,no_separate_external_prerequisite_identified,Enforce the approve capability gate with no self-approval,docs/qa/scenarios/LP-027.md,Document-based feasibility estimate; not an executed verdict; Codex Luna xhigh ACP canary still required,J-07,Ada,"An agent cannot approve its own gate; an operator or a different agent can, and tool output redacts tokens hash-form-only.",docs/qa/reports/2026-07-28-untested-full.md,docs/qa/evidence/2026-07-06-loops/e2e-runtime.log;/Users/pedronauck/dev/qa-labs/compozy-lp-public-interface-20260730-060347-933555-lab/qa-artifacts/qa,,CH-004,pending,,Not executed in this round.
LP-028,blocked-verify,conditional_local_preparation,controlled_loop_failure_clock_or_recovery,Return a deterministic Unavailable before the service is ready,docs/qa/scenarios/LP-028.md,Document-based feasibility estimate; not an executed verdict; Codex Luna xhigh ACP canary still required,J-07,Ada,compozy__loop_* returns Unavailable(ReasonDependencyMissing) with a deterministic ReasonCode until loop.Service is ready.,docs/qa/reports/2026-07-28-untested-full.md,docs/qa/evidence/2026-07-06-loops/e2e-runtime.log;/Users/pedronauck/dev/qa-labs/compozy-lp-public-interface-20260730-060347-933555-lab/qa-artifacts/qa,,CH-004,pending,,Not executed in this round.
